话题,详细内容,备注补充内容,,,,,,,,,,,
全屋定制细节问题,衣柜安装通常分为地板安装前后，前者是是通过下方垫木条切割契合的方法，确实可以做到绝对的顶天立地但往往现场切割较多；大多数定制衣柜通常是选择压在地板上做的，但是就会涉及到地板或墙面不平的问题，通常采用收口条来处理。,,,,,,,,,,,,
全屋定制细节问题,桔家的衣柜反正是没有提供底部调平的方案，他们会告诉你这里就必须使用收口条了，这样才能做到契合。,,,,,,,,,,,,
全屋定制细节问题,了解到这里是不是觉得很多所谓的定制衣柜都有点水，怎么感觉和自己理解的定制有点误差呢。不要问为什么，问就是工艺；真正好工艺的衣柜定制听说可以做到不用收口条达到完美契合。,,,,,,,,,,,,
全屋定制细节问题,收口条不要小看他高度没有多少，但它是按照套餐单价来计算面积的，整体算下来绝对可以赚不小的面积和材料，加上不低的单价这里就能吃到不少的价钱，搞清楚你要的是衣柜而不是收口条。,,,,,,,,,,,,
全屋定制细节问题,这里在桔家淘宝看到买家秀也是大量使用了收口条。当然收口条可能还有更多花样：比如收口条与面积二次计费、收口条材质要与门板统一再次收费等等。,,,,,,,,,,,,
全屋定制细节问题,而且最后收口条也是师傅在场临时切割和调整的，现场切割的效果自然比不了工厂大型机器经不起细究，说实话收口条效果和作用真的很水，个人认为能真正做到没有收口条或尽量少现场切割那才叫高标准。,,,,,,,,,,,,
全屋定制细节问题,1、抽屉不用做太多，一般情况一个卧室里一组衣柜有1—2个抽屉就够用了，除非特殊需求，比如家里有很多手表、领带、项链珠宝等等需要抽屉存放的物品，不然过多的抽屉其实很浪费衣柜空间。,,,,,,,,,,,,
全屋定制细节问题,2、衣柜设计叠不如挂方便好用,,,,,,,,,,,,
全屋定制细节问题,3、个人觉得平开门比推拉门更美观，推拉门使用体感也要差一些，但是衣柜做平开门要求距离离床70公分及以上，否则使用不变。,,,,,,,,,,,,
全屋定制细节问题,4、书柜不要忘记做柜门，玻璃的都行，不建议书柜做开放式。,,,,,,,,,,,,
全屋定制细节问题,5、不是资深红酒爱好者不要定制酒柜，大概率会沦为杂物柜吃灰，资深红酒爱好者公寓型户型也不建议做酒柜，可以买成品酒柜。,,,,,,,,,,,,
全屋定制细节问题,6、护墙板可以在轻质柜体的地方一起定做；,,,,,,,,,,,,
全屋定制细节问题,7、建议鞋柜标配：一个舒适的换鞋凳、一个满足储量的鞋柜、放置物品的台面、辅助的穿衣镜、挂衣钩等。,,,,,,,,,,,,
全屋定制细节问题,8、条件合适定制柜体最好都做到顶，空间利用率会更高。,,,,,,,,,,,,
全屋定制细节问题,硬件配件，大多数定制衣柜有问题，在铰链上，因为门经常打开和关闭，如果铰链质量不好，很容易出现问题，装饰最好选择不锈钢，纯铜液压阻尼铰链，最好选择大品牌，如果你节省装饰，背后有很多麻烦。,,,,,,,,,,,,
全屋定制细节问题,衣柜板，柜体选用18mm厚的实木颗粒板，横截面要均匀，握钉力也要强，以防止压力变形。,,,,,,,,,,,,
全屋定制细节问题,做工要精致，柜子承重力大的地方要用螺丝钉固定，要做到无缝连接，可以用灯照连接，透光越少，做工越好。,,,,,,,,,,,,
全屋定制细节问题,看看测试报告。正规的衣柜制造商在材料选择上有甲醛质量检验报告。不要考虑那些说他们的橱柜不含甲醛的人。因为定制衣柜不可能达到0甲醛，所以在购买前一定要仔细阅读测试报告。,,,,,,,,,,,,
全屋定制细节问题,1.封边机器越好，甲醛越少？封边是为了解决板材美观问题和质量，并不是把甲醛封在里面了。甲醛释放是有周期的，而且再好的封边板材上也会开孔。,,,,,,,,,,,,
全屋定制细节问题,2.激光封边是质量最好的封边？激光封边是最贵的封边，但不是越贵就一定越好，激光封边和EVA封边一样是可逆的，在极端环境下存在脱边，而PUR封边是不可逆的，激光封边封边效果最好是最美观的封边，pur才是质量最好的封边。,,,,,,,,,,,,
全屋定制细节问题,3.用胶量越少就一定越环保？决定板材环保的因素除了基材的好坏还有一点就是胶水的好坏，好的胶水甲醛释放量微乎其微，所以选择板材除了问清楚基材，还需要了解胶水好坏。,,,,,,,,,,,,
全屋定制细节问题,4.计价方式展开面积比投影面积划算？展开面积的计价是把板材拆成一块块来计算，商家算的方式99%客户都看不懂，而投影面积虽然看上去一平贵很多，但是投影面积是不限制内部设计的，投影面积自己都可以算价格。,,,,,,,,,,,,
全屋定制细节问题,5.背板9mm就比5mm要好？在全屋定制设计里，需要受力的地方都默认18mm背板，其余用5或者9的都是不需要受力用的是薄背板，薄背板的卡槽结构还可以有效防潮。还有大部分9毫米背板是颗粒板，而在多层板里面用的是5毫米的多层板背板。,,,,,,,,,,,,
全屋定制细节问题,6.大品牌用的板材比小品牌要好？其实所有的大小品牌的定制都是用的板材品牌提供的板材，比如万华、博耐克等，都是板材的品牌，它们会提供板材给大小工厂来进行加工售卖，就是可以说大品牌有更加完善的销售和加工系统，但是板材大家都一样。,,,,,,,,,,,,
全屋定制细节问题,7.我们的板材是0醛板、无醛板、除醛板？首先可以肯定的是目前板材都有甲醛的，即使是现在很火的MDI胶水和各种国际认证，认证的也只是基材，除了基材还有饰面，除了饰面还有封边，所以说不存在无醛板。,,,,,,,,,,,,
全屋定制细节问题,8.环保级别越高，板材就越好？我个人观点：决定板材质量的有四个要素：承重性、握钉力、饰面纸、环保。环保是其中一个很重要的因素，但是我觉得不是唯一的，板材的好坏除了环保，质量也非常重要的。,,,,,,,,,,,,
全屋定制细节问题,9.套餐价格最优惠？网上有个段子这样说的：活动价19800，交完定金量完尺39800，最后付了69800，因为套餐里面限制了花色和五金，又不会刚那么多面积，超出之后又很贵。,,,,,,,,,,,,
全屋定制细节问题,10.同等板材就是同等价格？一个定制店面哪怕是板材五金都是一模一样的，成本也不一定一样，因为涉及到不同的店面、不同的设计师、不同的安装师傅、不同的售后系统，甚至不同的老板是的格局。好的老板不计成本都会做好售后。湖北诺兮高定 全屋定制避坑指南,,,,,,,,,,,,
全屋定制细节问题,1、【颜色确认】,,,,,,,,,,,,
全屋定制细节问题,柜体和柜门通常是不一样的板材，颜色会有区别，不同区域柜子配色也不同，虽然我家就只有白色和原木色两种，但就颜色我也跟老板确认了好几次！最终依然有做错的！比如悬浮书桌的抽屉面板默认给我做成了白色，但我要求是原木色，不过老板态度很好马上给我重做，所以大家前期一定要沟通好最好留下文字记录！,,,,,,,,,,,,
全屋定制细节问题,2、【顶封板、底封板内置】,,,,,,,,,,,,
全屋定制细节问题,一门到顶的精髓就是没有上下封板，一旦外露了视觉上就没那么极简，我家所有柜子的顶封板都内置在柜门后面,,,,,,,,,,,,
全屋定制细节问题,3、【顶封板颜色和柜门同色】,,,,,,,,,,,,
全屋定制细节问题,并不是隐藏顶封板就万事大吉了！就算是一门到顶，柜门在顶部和底部都会留缝隙避免和吊顶地面摩擦。比如顶封板是原木色，柜门是白色的话，从外面会看到里面的顶封板，影响视觉效果！,,,,,,,,,,,,
全屋定制细节问题,4、【门板上下缝隙控制好】,,,,,,,,,,,,
全屋定制细节问题,缝隙太大不好看，太小可能会被射灯、空调回风口挡住，或是吊顶下沉导致柜门无法打开，所以在安装柜门的时候不仅要考虑美观度，也要考虑灯的厚度。,,,,,,,,,,,,
全屋定制细节问题,5、【补条要窄】,,,,,,,,,,,,
全屋定制细节问题,全屋定制都是在刮完腻子乳胶漆之后安装，那时候墙已经定型，但每家都有墙不直的情况，缝隙过大就需要加补条，补条宽度尽可能窄，最好控制在18mm左右，弱化存在感。,,,,,,,,,,,,
全屋定制细节问题,6、【见光板和柜门颜色统一】,,,,,,,,,,,,
全屋定制细节问题,见光板除了侧板，也包括吊柜底部，和柜门颜色统一才不突兀，很多原木风翻车其实都是因为见光板做了原木色而柜门又是白色。,,,,,,,,,,,,
全屋定制细节问题,1、水电阶段保留好水电布局照片，在全屋定制安装阶段提供给师傅，避免安装过程中钻到了管道和线路。,,,,,,,,,,,,
全屋定制细节问题,2、所有嵌入式电器，比如洗碗机、燃气灶、油烟机、洗烘机、扫拖机器人的型号要提前定下来，尺寸提供给全屋定制，方便留位置也方便柜子开孔。,,,,,,,,,,,,
全屋定制细节问题,3、提前确定好水槽是用台上盆还是台下盆，避免后期返工。,,,,,,,,,,,,
全屋定制细节问题,4、玄关柜、衣柜、储物柜等需要灯带的地方，在水电施工时留好电线。,,,,,,,,,,,,
全屋定制细节问题,5、生产前确定好柜门是用反弹器、暗装拉手还是明装拉手。,,,,,,,,,,,,
全屋定制细节问题,6、提前规划好什么东西放哪里，自己设计柜子格局，只有自己最熟悉自己的生活习惯。,,,,,,,,,,,,
全屋定制细节问题,7、上柜和下柜之前至少要有10mm的深度差，以免撞头。,,,,,,,,,,,,
橱柜注意事项,1、石英石台面，所先看颜色是不是当初选定的颜色，用硬的利器在台面上测试一下效果；还有一点就是台面接口是否细，不要接的中间一条线很粗，越细越好。,,,,,,,,,,,,
橱柜注意事项,2、地柜和吊柜安装好之后用力摇一摇，看是否有松动，安装是否连接的牢固。地柜要在没安装台面之前摇一摇，施工安装现场有水平尺，在地柜安装好之后，可以用水平尺测量一下，看地柜是否是水平，不要安装成斜度。石英石台面是15mm厚，如果板材是免费的，最好台面下面再垫一整块16mm防潮板（或大芯板）。,,,,,,,,,,,,
橱柜注意事项,3、台面安装好之后，后档水会打上白色玻璃胶，要看一下，白色（防霉）玻璃胶是否质量可靠。,,,,,,,,,,,,
橱柜注意事项,4、水盆柜底板要有防水铝泊，水盆柜安装好之后，要在水盆柜内部空隙打上透明玻璃胶加强防水。记好一定要透明玻璃胶，白色玻璃胶见水时间长的话，差的会发酶。台面也一样，所以要用好的白色玻璃胶。,,,,,,,,,,,,
